Component ID,Asset ID,Flota,Location,Component Profile,Lubricant,Connection Code,Observation Type,Observation Date,Observation Code,Meter Reading,All Time Meter Reading,Component Age,Observation Interval,days,Observation Rating,Rule Based Rating,Lube Age,Live,Lube Drained,Added,Assigned Condition Rating,Condition Review Notes,Further Recommendations,Fault Effect,Reviewed,Reviewer,Action Summary,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),SILICATOS (ppm),Agua (%),Dilución por combustible (%),Hollín JOAP (Abs/cm),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Bario (ppm),Cadmio (ppm),Cobre (ppm),Cromo (ppm),Estaño (ppm),Hierro (ppm),Niquel (ppm),Partículas Ferrosas (ppm),Plomo (ppm),Color del Refrigerante,Glycerin (%),Nitrito (ppm),PUNTO DE EBULLICION (°C),Sólidos Totales Disueltos (ppm),Turbidez (NTU),pH,Titanio (ppm),Vanadio (ppm)
Component_ID_25,Asset_ID_13,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_29,Fluid Analysis,2021-06-01,Observation_Code_1789,66297.48,66297.48,3069.93,328.48,36.0,Normal,Normal,,3069.93,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-03 21:10:29,Reviewer_10,,0.1,1156.0,,,1481.0,54.09,,0.0,0.0,5.0,7.0,12.0,3.0,2.89,17.0,15.03,,,,1.0,,,1.0,0.12,0.98,3.0,,2.0,1.04,,,,,,,,,
Component_ID_7,Asset_ID_4,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_8,Fluid Analysis,2021-06-01,Observation_Code_771,44579.86,44579.86,2290.72,330.92,32.0,Normal,Normal,,2290.72,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-03 21:10:29,Reviewer_10,,0.1,1166.0,,,1413.0,52.39,,0.0,0.0,6.0,6.0,11.0,3.0,3.99,17.0,14.91,,,,1.0,,,1.0,0.15,0.52,4.0,,,1.61,,,,,,,,,
Component_ID_8,Asset_ID_4,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_7,Fluid Analysis,2021-06-01,Observation_Code_647,44579.86,44579.86,15094.94,330.92,32.0,Normal,Normal,,15094.94,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-03 21:10:29,Reviewer_10,,0.1,1239.0,,,1385.0,51.31,,0.0,0.0,10.0,6.0,12.0,3.0,3.99,17.0,14.75,,,,1.0,,,1.0,0.16,0.96,3.0,,,2.13,,,,,,,,,
Component_ID_4,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_3,Fluid Analysis,2021-05-31,Observation_Code_244,58577.1,58577.1,13220.22,203.7,20.0,Normal,Normal,,13220.22,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-02 21:10:47,Reviewer_10,,0.0,1079.0,,,1378.0,50.29,,0.0,0.0,5.0,5.0,11.0,3.0,3.04,17.0,15.8,,,,1.0,,,1.0,0.0,0.86,3.0,,,1.45,,,,,,,,,
Component_ID_3,Asset_ID_2,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_4,Fluid Analysis,2021-05-31,Observation_Code_357,58577.1,58577.1,9132.04,679.52,52.0,Normal,Normal,,9132.04,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-02 21:10:47,Reviewer_10,,0.0,1122.0,,,1437.0,54.5,,0.0,0.0,4.0,5.0,11.0,3.0,2.9,16.0,15.7,,,,1.0,,,1.0,0.0,1.17,3.0,,,1.0,,,,,,,,,
Component_ID_55,Asset_ID_43,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_64,Fluid Analysis,2021-05-31,Observation_Code_4118,1805.3,1805.3,1805.3,180.6,16.0,Warning,Normal,,1805.3,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-02 21:10:47,Reviewer_10,,0.1,1099.0,,,1324.0,50.78,,0.0,0.0,4.0,5.0,11.0,3.0,3.2,16.0,15.14,,,,1.0,,,1.0,0.87,,3.0,,,1.0,,,,,,,,,
Component_ID_1,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_2,Fluid Analysis,2021-05-23,Observation_Code_136,63090.18,63090.18,9102.65,362.38,31.0,Warning,Warning,,9102.65,No,0,Warning,Equipo en seis de 500 hrs con la OT 859167. Seguimiento al resultado de la proxima muestra con respecto al comportamiento del hollin,Equipo en seis de 500 hrs con la OT 859167. Seguimiento al resultado de la proxima muestra con respecto al comportamiento del hollin,Abnormal Combustion,2021-06-09 10:27:29,Reviewer_3,,0.1,1417.0,,,1566.0,55.01,,0.0,0.0,16.0,7.0,12.0,3.0,4.75,18.0,14.0,,,,1.0,,,1.0,0.34,1.27,8.0,,,2.41,,,,,,,,,
Component_ID_2,Asset_ID_1,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_1,Fluid Analysis,2021-05-23,Observation_Code_25,63090.18,63090.18,18963.85,362.38,31.0,Warning,Warning,,18963.85,No,0,Warning,Equipo en seis de 500 hrs con la OT 859167. Seguimiento al resultado de la proxima muestra con respecto al comportamiento del hollin,Equipo en seis de 500 hrs con la OT 859167. Seguimiento al resultado de la proxima muestra con respecto al comportamiento del hollin,Abnormal Combustion,2021-06-09 10:27:29,Reviewer_3,,0.2,1411.0,,,1507.0,52.18,,0.0,0.0,20.0,7.0,13.0,3.0,4.17,19.0,13.9,,,,1.0,,,1.0,0.3,0.89,9.0,,,3.53,,,,,,,,,
Component_ID_34,Asset_ID_22,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_38,Fluid Analysis,2021-05-23,Observation_Code_2712,7786.69,7786.69,7786.69,345.5,22.0,Normal,Normal,,7786.69,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-06 23:00:35,Reviewer_10,,0.3,1335.0,,,1560.0,58.05,,0.0,0.0,6.0,7.0,12.0,3.0,3.74,17.0,15.2,,,,1.0,,,1.0,0.17,0.92,3.0,,0.0,2.09,,,,,,,,,
Component_ID_29,Asset_ID_17,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_33,Fluid Analysis,2021-05-22,Observation_Code_2189,49739.36,49739.36,10672.6,113.91,7.0,Normal,Normal,,10672.6,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-06 23:00:35,Reviewer_10,,0.0,1366.0,,,1427.0,58.65,,0.0,0.0,4.0,6.0,12.0,3.0,4.07,17.0,15.4,,,,1.0,,,1.0,0.11,0.95,3.0,,0.0,1.0,,,,,,,,,
Component_ID_13,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_14,Fluid Analysis,2021-05-22,Observation_Code_1471,12044.2,12044.2,12044.2,62.37,5.0,Normal,Warning,,12044.2,No,0,Warning,Los niveles de hollín  han aumentado en esta muestra. Todos  los demás predictores permanecen dentro de límites  aceptables.,"  RECOMENDACION:  1.- Inspeccione el correcto funcionamiento del sistema de  inyección de combustible. Corrija cualquier sub estandar  2.- Inspeccione el estado de saturación de los filtros de  aire primario y secundario, si estan saturados cambielos,  tambien limpuie la bandeja colectora de polvo y lave los  ciclonicos.  3.- Cambie Aceite y filtros de motor.  4.- Grarantizar el funcionamiento del sistema reserve  5.- Verificar los tiempos de trabajo en ralenti del motor  diesel (Analista-Minecare)",Abnormal Combustion,2021-06-09 10:16:24,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-14 12:15:57 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  B.  Qu% trabajo se realiz%?  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  C.  Cu%lfue la causa o posible causa de la falla? PARADA PROGRAMADA    Closing Notes on 2021-06-29 07:52:18 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    ",0.0,1625.0,,,1518.0,60.41,,0.0,0.0,19.0,7.0,12.0,3.0,6.12,18.0,14.0,,,,1.0,,,1.0,0.48,,10.0,,,3.89,,,,,,,,,
Component_ID_14,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_13,Fluid Analysis,2021-05-22,Observation_Code_1344,12044.2,12044.2,12044.2,62.37,5.0,Normal,Warning,,12044.2,No,0,Warning,Los niveles de hollín  han aumentado en esta muestra. Todos  los demás predictores permanecen dentro de límites  aceptables.,"RECOMENDACION:  1.- Inspeccione el correcto funcionamiento del sistema de  inyección de combustible. Corrija cualquier sub estandar  2.- Inspeccione el estado de saturación de los filtros de  aire primario y secundario, si estan saturados cambielos,  tambien limpuie la bandeja colectora de polvo y lave los  ciclonicos.  3.- Cambie Aceite y filtros de motor.  4.- Grarantizar el funcionamiento del sistema reserve  5.- Verificar los tiempos de trabajo en ralenti del motor  diesel (Analista-Minecare)",Abnormal Combustion,2021-06-09 10:18:27,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-14 12:15:51 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  MOTR D: ALTO HOLLIN/CAMBIAR ACEITE  B.  Qu% trabajo se realiz%?  MOTR D: ALTO HOLLIN/CAMBIAR ACEITE  C.  Cu%lfue la causa o posible causa de la falla? PARADA PROGRAMADA    Closing Notes on 2021-06-29 07:52:18 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    ",1.0,1727.0,,,1304.0,58.25,,0.0,0.0,18.0,7.0,12.0,3.0,5.5,18.0,15.0,,,,1.0,,,4.37,0.57,,8.0,,,7.92,,,,,,,,,
Component_ID_51,Asset_ID_39,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_58,Fluid Analysis,2021-05-21,Observation_Code_3648,16852.45,16852.45,16852.45,127.03,6.0,Critical,Critical,,16852.45,No,0,Critical,"La Nitración, Oxidación y sulfatacion se encuentran en  valores criticos afectando la viscosidad del aceite esto  puede deberse a uso prolongado del aceite,  problemas en la combustion y a trabajos en en estado de alta  temperatura","Recomendación:  1.- Drenar el aceite  2.-Adicione aceite nuevo en la próxima intervención  programada y cambie los filtros  3. –Descargar datos del motor y revisar tendencia de  temperatura de refrigerante, temperatura de aceite motor y  temperaturas de escape de cada cilindro",Fluid Condition Deteriorating,2021-05-31 15:45:39,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Closed  Completion Notes on 2021-06-24 12:18:05 by cerrejon_web_service:    Closing Notes on 2021-09-06 10:09:48 by DMartinez:  Se evidencia mejoria en la salud del componente    Action: Drenar el Aceite, Limpiar a fondo, Rellenar Aceite (Priority: 1 - Acción dentro de la Parada Actual Programada (Máxi)  Status: Closed  Completion Notes on 2021-06-24 12:18:06 by cerrejon_web_service:    Closing Notes on 2021-09-06 10:09:48 by DMartinez:  Se evidencia mejoria en la salud del componente    ",0.3,1965.0,,,1821.0,63.12,,0.0,0.0,10.0,12.0,23.0,3.71,6.39,29.0,16.6,,,,1.14,,,1.11,1.08,,11.0,,,1.0,,,,,,,,,
Component_ID_50,Asset_ID_38,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_56,Fluid Analysis,2021-05-21,Observation_Code_3532,16801.04,16801.04,11860.32,136.79,6.0,Warning,Warning,,11860.32,No,0,Warning,"La Oxidación se encuentran en  valores de advertencia afectando la viscosidad del aceite  esto puede deberse a uso prolongado del aceite,  problemas en la combustion y a trabajos en en estado de alta  temperatura","Recomendación:  1.- Drenar el aceite  2.-Adicione aceite nuevo en la próxima intervención  programada y cambie los filtros  3. –Descargar datos del motor y revisar tendencia de  temperatura de refrigerante, temperatura de aceite motor y  temperaturas de escape de cada cilindro",Fluid Condition Deteriorating,2021-05-31 15:34:37,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-24 12:18:27 by cerrejon_web_service:  DESCRIPCION       :CAMB ACEIT MOTR X OXIDACAUTORIZA CIERRE CARLOS GUERRA    Closing Notes on 2021-06-29 07:52:18 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    Action: Drenar el Aceite, Limpiar a fondo, Rellenar Aceite (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-24 12:18:27 by cerrejon_web_service:  DESCRIPCION       :CAMB ACEIT MOTR X OXIDACAUTORIZA CIERRE CARLOS GUERRA    Closing Notes on 2021-06-29 07:52:18 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    ",0.3,1504.0,,,1414.0,56.17,,0.0,0.0,7.0,8.0,14.0,3.0,4.48,20.0,16.0,,,,1.0,,,1.0,0.5,,4.0,,,1.0,,,,,,,,,
Component_ID_47,Asset_ID_35,Flota_3,Location_1,Component_Profile_3,Lubricant_1,Connection_Code_52,Fluid Analysis,2021-05-20,Observation_Code_3295,76035.17,76035.17,1502.07,620.85,40.0,Critical,Warning,,1502.07,No,0,Warning,Se evidencia oxidacion en valores de avertencia y desgaste  metalico solo plomo en el componente,1. Cambiar filtros y aceite motor diesel  2. Descargue informacion y revise eventos de alta  temperatura y codigos relacionados  3. Lavar radiador  4. Verificar por fugas de refrigerante  5. Reporte hallazgos relevantes,Fluid Condition Deteriorating,2021-05-31 15:18:55,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-07-01 12:16:20 by cerrejon_web_service:  Revision de incidentes con personal de Liebherr  DESCRIPCION       :CONDICION DE ULTIMA ATENCION  :(VER HISTORIA DE EQUIPO)    Closing Notes on 2021-09-06 09:31:05 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    Action: Drenar el Aceite, Limpiar a fondo, Rellenar Aceite (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-07-01 12:16:20 by cerrejon_web_service:  Revision de incidentes con personal de Liebherr  DESCRIPCION       :CONDICION DE ULTIMA ATENCION  :(VER HISTORIA DE EQUIPO)    Closing Notes on 2021-09-06 09:31:05 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    ",0.3,1452.0,,,1248.0,51.9,,0.0,0.0,19.0,6.0,14.0,3.0,4.81,18.0,13.5,,,,1.0,,,3.73,0.92,1.06,8.0,,,4.79,,,,,,,,,
Component_ID_26,Asset_ID_14,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_30,Fluid Analysis,2021-05-20,Observation_Code_1881,67583.53,67583.53,6944.2,201.24,19.0,Normal,Normal,,6944.2,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-22 21:10:46,Reviewer_10,,0.2,1473.0,,,1239.0,53.69,,0.0,0.0,4.0,6.0,11.0,3.0,4.66,17.0,15.2,,,,1.0,,,1.0,0.16,0.31,3.0,,,1.0,,,,,,,,,
Component_ID_28,Asset_ID_16,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_32,Fluid Analysis,2021-05-20,Observation_Code_2090,49621.81,49621.81,15458.51,9.97,1.0,Normal,Normal,,15458.51,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-22 21:10:46,Reviewer_10,,0.3,1339.0,,,1315.0,56.89,,0.0,0.0,3.0,6.0,12.0,3.0,5.13,17.0,15.1,,,,1.0,,,1.0,0.1,0.55,3.0,,,1.0,,,,,,,,,
Component_ID_53,Asset_ID_41,Flota_3,Location_1,Component_Profile_4,Lubricant_1,Connection_Code_61,Fluid Analysis,2021-05-20,Observation_Code_3893,16659.33,16659.33,16659.33,552.94,30.0,Critical,Critical,,8419.51,No,0,Critical,"La Nitración y Oxidación se encuentran en valores de  advertencia esto puede deberse a uso prolongado del aceite,  problemas en la combustion y a trabajos en en estado de alta  temperatura","Recomendación:  1.- Drenar el aceite  2.-Adicione aceite nuevo en la próxima intervención  programada y cambie los filtros  3. –Descargar datos del motor y revisar tendencia de  temperatura de refrigerante, temperatura de aceite motor y  temperaturas de escape de cada cilindro",No Fault Identified,2021-05-31 16:48:51,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Status: Closed  Completion Notes on 2021-06-24 12:17:25 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo) CAMB ACEIT MOTR X OXIDAC/NITRAC/SULF B.  Qu% trabajo se realiz%? SE LE CAMB ACEIT MOTR X OXIDAC/NITRAC/SULF C.Cu%l fue la causa o posible causa de la falla? PARADA PROGR    Closing Notes on 2021-08-20 05:26:55 by JCamargo:      Action: Drenar el Aceite, Limpiar a fondo, Rellenar Aceite (Priority: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Status: Closed  Completion Notes on 2021-06-24 12:17:25 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo) CAMB ACEIT MOTR X OXIDAC/NITRAC/SULF B.  Qu% trabajo se realiz%? SE LE CAMB ACEIT MOTR X OXIDAC/NITRAC/SULF C.Cu%l fue la causa o posible causa de la falla? PARADA PROGR    Closing Notes on 2021-08-20 05:26:55 by JCamargo:      ",0.4,2287.0,,,1989.0,67.6,,0.0,0.0,12.0,14.0,28.0,3.29,6.4,33.0,15.7,,,,1.06,,,1.73,1.65,,14.0,,,3.32,,,,,,,,,
Component_ID_28,Asset_ID_16,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_32,Fluid Analysis,2021-05-19,Observation_Code_2089,49611.84,49611.84,15448.54,671.44,29.0,Critical,Normal,,15448.54,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-06 23:00:35,Reviewer_10,,0.3,1322.0,,,1286.0,52.32,,0.0,0.0,8.0,9.0,16.0,3.0,4.99,21.0,14.6,,,,1.0,,,1.0,0.19,0.84,3.0,,0.0,3.86,,,,,,,,,
Component_ID_12,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_11,Fluid Analysis,2021-05-19,Observation_Code_1122,42983.38,42983.38,13155.43,584.84,34.0,Warning,Warning,,13155.43,No,0,Warning,Equipo en seis de 1000 hrs donde se cambia el aceite motor diesel. Seguimiento a los resultados de la proxima muestra con respecto al comportamiento del hollin,Equipo en seis de 1000 hrs donde se cambia el aceite motor diesel. Seguimiento a los resultados de la proxima muestra con respecto al comportamiento del hollin,Abnormal Combustion,2021-05-31 15:08:52,Reviewer_3,,0.5,1721.0,,,1354.0,55.3,,0.0,0.0,16.0,7.0,13.0,3.0,7.7,18.0,14.02,,,,1.0,,,1.0,0.52,0.76,5.0,,,3.68,,,,,,,,,
Component_ID_11,Asset_ID_6,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_12,Fluid Analysis,2021-05-19,Observation_Code_1232,42983.38,42983.38,11854.44,584.84,34.0,Warning,Warning,,11854.44,No,0,Warning,Equipo en seis de 1000 hrs donde se cambia el aceite motor diesel. Seguimiento a los resultados de la proxima muestra con respecto al comportamiento del hollin,Equipo en seis de 1000 hrs donde se cambia el aceite motor diesel. Seguimiento a los resultados de la proxima muestra con respecto al comportamiento del hollin,Abnormal Combustion,2021-05-31 15:08:52,Reviewer_3,,0.4,1643.0,,,1354.0,56.45,,0.0,0.0,18.0,6.0,12.0,3.0,6.23,18.0,14.11,,,,1.0,,,1.0,0.47,0.76,6.0,,,2.51,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2021-05-19,Observation_Code_2606,8014.48,8014.48,8014.48,33.27,2.0,Normal,Normal,,8014.48,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-06-06 23:00:35,Reviewer_10,,0.2,1357.0,,,1415.0,58.06,,0.0,0.0,6.0,6.0,12.0,3.0,4.55,17.0,14.5,,,,1.0,,,1.0,0.17,1.06,3.0,,0.0,2.76,,,,,,,,,
Component_ID_27,Asset_ID_15,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_31,Fluid Analysis,2021-05-17,Observation_Code_1990,64164.11,64204.39,8058.94,152.97,10.0,Warning,Normal,,8058.94,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-19 21:10:42,Reviewer_10,,0.2,1397.0,,,1322.0,56.13,,0.0,0.0,6.0,7.0,13.0,3.0,4.38,18.0,14.7,,,,1.0,,,1.0,0.21,0.46,3.0,,1.0,2.14,,,,,,,,,
Component_ID_31,Asset_ID_19,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_35,Fluid Analysis,2021-05-17,Observation_Code_2386,44338.97,44338.97,4411.76,112.81,10.0,Normal,Normal,,4411.76,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-19 21:10:42,Reviewer_10,,0.3,1419.0,,,1451.0,62.29,,0.0,0.0,6.0,7.0,12.0,3.0,3.73,18.0,15.09,,,,1.0,,,1.0,0.18,1.13,3.0,,1.0,1.98,,,,,,,,,
Component_ID_9,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_10,Fluid Analysis,2021-05-17,Observation_Code_1016,44126.44,44126.44,873.29,309.7,22.0,Warning,Warning,,873.29,No,0,Warning,Los niveles de hollín  han aumentado en esta muestra  generando desgaste metalico al interior del componente,"RECOMENDACION:  1.- Inspeccione el correcto funcionamiento del sistema de  inyección de combustible. Corrija cualquier sub estandar  2.- Inspeccione el estado de saturación de los filtros de  aire primario y secundario, si estan saturados cambielos,  tambien limpuie la bandeja colectora de polvo y lave los  ciclonicos.  3.- Cambie Aceite y filtros de motor.  4.- Grarantizar el funcionamiento del sistema reserve  5.- Verificar los tiempos de trabajo en ralenti del motor  diesel (Analista-Minecare)",No Fault Identified,2021-05-31 17:09:27,Reviewer_3,"Action: Cambiar de aceite y filtros (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-07 12:15:50 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  B.  Qu% trabajo se realiz%?  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  C.  Cu%lfue la causa o posible causa de la falla?  MOTR I: ALTO HOLL    Closing Notes on 2021-06-29 08:15:12 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    Action: Drenar el Aceite, Limpiar a fondo, Rellenar Aceite (Priority: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Status: Closed  Completion Notes on 2021-06-07 12:15:50 by cerrejon_web_service:  A.  Qu% encontr% al hacer el diagn%stico de la falla? (Parte, Modo)  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  B.  Qu% trabajo se realiz%?  MOTR I: ALTO HOLLIN/CAMBIAR ACEITE  C.  Cu%lfue la causa o posible causa de la falla?  MOTR I: ALTO HOLL    Closing Notes on 2021-06-29 08:15:12 by DMartinez:  SE EVIDENCIA MEJORIA EN LA SALUD    ",0.2,1546.0,,,1397.0,59.72,,0.0,0.0,17.0,7.0,12.0,3.0,5.03,18.0,13.27,,,,1.0,,,4.84,0.51,1.24,14.0,,,2.12,,,,,,,,,
Component_ID_10,Asset_ID_5,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_9,Fluid Analysis,2021-05-17,Observation_Code_903,44126.44,44126.44,2096.92,389.13,27.0,Normal,Normal,,2096.92,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-19 21:10:42,Reviewer_10,,0.2,1500.0,,,1304.0,58.66,,0.0,0.0,6.0,6.0,11.0,3.0,4.26,16.0,14.25,,,,1.0,,,1.0,0.23,0.75,4.0,,,1.0,,,,,,,,,
Component_ID_13,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_14,Fluid Analysis,2021-05-17,Observation_Code_1470,11981.83,11981.83,11981.83,505.1,32.0,Normal,Warning,,11981.83,No,0,Warning,Existe una muestra mas reciente para ser analizada,,No Fault Identified,2021-06-09 10:12:05,Reviewer_3,,0.2,1612.0,,,1386.0,60.07,,0.0,0.0,18.0,7.0,12.0,3.0,4.78,18.0,14.36,,,,1.0,,,1.0,0.5,,8.0,,,3.53,,,,,,,,,
Component_ID_14,Asset_ID_7,Flota_1,Location_1,Component_Profile_2,Lubricant_1,Connection_Code_13,Fluid Analysis,2021-05-17,Observation_Code_1343,11981.83,11981.83,11981.83,101.21,6.0,Normal,Warning,,11981.83,No,0,Normal,Existe una muestra mas reciente para ser analizada,,No Fault Identified,2021-06-09 10:12:44,Reviewer_3,,0.7,1833.0,,,1157.0,55.89,,0.0,0.0,18.0,7.0,12.0,3.0,5.22,18.0,14.77,,,,1.0,,,4.07,0.65,,8.0,,,6.26,,,,,,,,,
Component_ID_32,Asset_ID_20,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_36,Fluid Analysis,2021-05-17,Observation_Code_2492,11535.42,11535.42,11535.42,448.26,32.0,Normal,Normal,,11535.42,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-19 21:10:42,Reviewer_10,,0.2,1345.0,,,1301.0,57.76,,0.0,0.0,5.0,7.0,12.0,3.0,3.68,17.0,15.11,,,,1.0,,,1.0,0.16,0.56,3.0,,0.0,1.7,,,,,,,,,
Component_ID_33,Asset_ID_21,Flota_2,Location_1,Component_Profile_1,Lubricant_1,Connection_Code_37,Fluid Analysis,2021-05-17,Observation_Code_2605,7981.21,7981.21,7981.21,630.38,45.0,Normal,Normal,,7981.21,No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,No Fault Identified,2021-05-19 21:10:42,Reviewer_10,,0.3,1410.0,,,1451.0,62.96,,0.0,0.0,5.0,6.0,11.0,3.0,3.94,17.0,14.82,,,,1.0,,,1.0,0.21,1.07,3.0,,0.0,2.81,,,,,,,,,
